name,has_test,response_letter_required,salary_from,salary_to,salary_currency,salary_gross,employer_name,description,area_name
Программист 1С,False,False,,,,,Карьер-Сервис,"<p>Наша компания является официальным дистрибьютором Sandvik Mining &amp; Rock Technology и предоставляет комплексные решения для горной промышленности.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка и администрирование в среде 1С 8.3</li> <li>Работа с программными продуктами 1С</li> <li>Поддержка пользователей</li> <li>Cоздание печатных форм</li> <li>Создание внешних отчетов, разграничение прав доступа</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование</li> <li>Высокий уровень программирования в среде 1С</li> <li>Понимание технологий обмена 1С-1С, 1С-внешние системы</li> <li> <p>Разработка в среде 1С-8</p> </li> <li> <p>Знание 1С:УТ11 или 1С:ERP2</p> </li> <li>Умение решать задачи по бухгалтерскому и оперативному учету в среде 1С</li> <li>Понимание бухгалтерского и оперативного учета</li> <li>Желательно знание 1С:Документооборот</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Коллектив профессионалов и просто отличных людей будет рад новому коллеге</li> <li>Пятидневная рабочая неделя: с 9:00 до 18:00</li> <li>Соцпакет (часть компенсирует компания): ДМС, фитнес, обучение</li> </ul>",Санкт-Петербург
Программист 1С,False,False,45000,,RUR,False,Лаборатория Интернета Вещей,"<strong>Обязанности:</strong> <ul> <li>Выполнение доработок в конфигурациях на базе 1С (УТ, Бухгалтерия) и сопровождение;</li> <li>Консультирование и обучение сотрудников компании работе с программными продуктами;</li> <li>Обновление типовых и не типовых конфигураций;</li> <li>Расширение функционала, разработка новых модулей отчетов и обработок.</li> </ul> <strong>Требования:</strong> <ul> <li>Грамотная речь, высокие коммуникативные навыки, клиентоориентированность;</li> <li>Опыт программирования 1C<strong> от 1 года;</strong></li> <li>Знание конфигурации Управление Торговлей 11;</li> <li>Знание других типовых конфигураций 1С 8.х; типовых конфигураций 1С 8.х приветствуется;</li> <li>Самостоятельность, инициативность, ответственность, внимание к деталям.</li> </ul> <strong>Условия:</strong> <ul> <li>Пятидневную рабочую неделю с 09-00 до 18-00;</li> <li>Стабильные выплаты заработной платы;</li> <li>Официальное оформление с первого дня работы;</li> <li>ДМС после испытательного срока;</li> <li>Уютный офис в шаговой доступности от метро &quot;Электросила&quot;;</li> <li>Повышение квалификации за счёт постоянного внутреннего обучения.</li> </ul>",Санкт-Петербург
Программист 1С,False,False,50000,,RUR,True,Первый Бит,"<p><strong>КОМПАНИЯ «ПЕРВЫЙ БИТ» — МЕЖДУНАРОДНАЯ IT-КОМПАНИЯ,</strong>разработчик и поставщик программных решений для автоматизации учёта и управления.<strong> ОФИС М. СЕМЕНОВСКАЯ,</strong> <strong>ЯВЛЯЕТСЯ ОТДЕЛЬНЫМ ПОДРАЗДЕЛЕНИЕМ КОМПАНИИ ПЕРВЫЙ БИТ.</strong> Подразделение вошло в состав компании в 2010 году, имея на тот момент более чем 10-летнюю историю.</p> <p> </p> <p><strong>ЧЕМ МЫ ЗАНИМАЕМСЯ?</strong></p> <p><em>Основным направлением нашего офиса </em>является автоматизация вузов, медицинских организаций, научно-исследовательских институтов и различных государственных учреждений на базе программных продуктов, как компании 1С, так и наших собственных разработок.</p> <p> </p> <p><em>В офисе работает около 90 человек, из них 60 разработчики.</em></p> <p> </p> <p><strong>ЧЕМ ВЫ БУДЕТЕ ЗАНИМАТЬСЯ?</strong></p> <p>Львиная доля задач, которые решают наши сотрудники – это задачи по внедрению программных продуктов:</p> <ul> <li>Разработка новых объектов конфигураций их интерфейсов и программного кода, доработка существующих объектов.</li> <li>Тестирование систем или их модулей перед сдачей проекта клиенту.</li> <li>Сбор требований у клиента.</li> <li>Консультирование клиентов, написание инструкций.</li> <li>Обучение сотрудников клиента.</li> </ul> <p> </p> <p><strong>МЫ ИЩЕМ СОТРУДНИКОВ, КОТОРЫЕ:</strong></p> <ul> <li>хотят развиваться как разработчики и/или консультанты, развиваться в проектном направлении и т.д.</li> <li>владеют базовыми знаниями любого языка программирования (знание языка 1С не обязательно).</li> <li>имеют высшее или среднее техническое образование.</li> <li>ответственный, аккуратный, хочет работать, самостоятельный, обучаемый.</li> </ul> <p> </p> <p><strong>УСЛОВИЯ:</strong></p> <ul> <li>Оформление в соответствии с ТК РФ, предоставление льготных условий по ДМС.</li> <li>График работы 5/2 с 9:00 до 18:00 (с 10:00 - 19:00) с возможностью частичной удаленной работы.</li> <li>Заработная плата зависит от вашего квалификационного уровня и от результатов работы: в первые месяцы работы уровень з\п от 20 000 – 40 000 руб.; через 6 мес. от 60 000 руб.; через год от 80 000 руб.</li> <li>С первого дня за сотрудником закрепляется наставник, который помогает осваивать навыки конфигурирования в 1С.</li> </ul> <p><strong>А ТАКЖЕ:</strong></p> <ul> <li>Вы будете работать в компании с 20-летним опытом в IT-сфере</li> <li>Поддержка в реализации новых идей.</li> <li>В офисе имеется регулярно обновляемая библиотека со всеми необходимыми профессиональными материалами</li> <li>Регулярное проведение сертификации в компании 1С.</li> <li>Корпоративные экскурсии, спортивные/интеллектуальные мероприятия, компенсация проезда, чай/кофе/печенье в комнате отдыха и многое другое.</li> </ul> <p> </p> <p><em>В последующем, есть возможность расти как в профессиональном направлении, так и в карьерном, например, стать: руководителем проектов, наставником у новых сотрудников, руководителем группы, руководителем отдела и т.д.</em></p> <p> </p> <p><strong>ОТЗЫВЫ СОТРУДНИКОВ О НАШЕМ ОФИСЕ:</strong></p> <ul> <li>«У нас в офисе отличная команда, коллеги всегда готовы поделиться знаниями и помочь в сложной ситуации при решении задач.»</li> <li>«Все направлено на поддержку развития сотрудников: возможность быстрого роста и обучения у новых сотрудников; наличие библиотеки с актуальной литературой, а если чего-то не хватает, всегда можно заказать; всегда достаточная загрузка на проектах, нет времени скучать; хорошо развита корпоративная жизнь и многое другое.»</li> <li>«Мне нравится, что уровень оплаты труда зависит от результатов работы и нет наличия потолка, а также возможность удаленной работы!»</li> <li>«Огромным плюсом является лояльность и грамотность руководства, руководитель всегда идёт на встречу сотрудникам в сложных для них ситуациях, и даже личных.»</li> </ul> <p> </p> <p>Мы выполняем серьезные и уникальные проекты – в 2017 году мы завершили проект разработки концепции автоматизации ведущего вуза страны (МГУ); в 2016 и 2017 силами наших специалистов была разработана и внедрена федеральная система аккредитации врачей; мы закрываем 100% задач автоматизации Первого медицинского университета им. Сеченова и ряда других крупнейших вузов.</p> <p>Кроме того, мы поддерживаем, развиваем и создаем новые собственные продукты для автоматизации различных сфер деятельности государственных учреждений – от приема абитуриентов до управления финансами учреждения.</p> <p><strong>СРЕДИ НАШИХ КЛИЕНТОВ</strong> крупнейшие вузы Москвы и регионов России: Первый МГМУ им. И.М. Сеченова, МГИМО, МАИ, МПГУ, МГУДТ, РЭУ им. Г.В. Плеханова, Университет Машиностроения, несколько факультетов МГУ, Финансовый университет при правительстве РФ, МИРЭА, Российская Таможенная Академия, Нижегородский государственный технический университет им. Р.Е. Алексеева, Брянский государственный технический университет, Северо-Восточный федеральный университет им. М.К. Аммосова и многие другие.</p> <p><strong>МЫ ВЫПОЛНЯЕМ ПРОЕКТЫ ДЛЯ ТАКИХ ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ</strong>, как: ГИАЦ МВД РФ, ГЦАХИТО МВД, ФБУ &quot;Ростест-Москва&quot;, Большой театр России, ФГБУ «Канал имени Москвы», ПИН РАН, Защита. Минздравсоцразвития России и другие.</p> <p> </p> <p><strong>ЕСЛИ ВЫ ГОТОВЫ РАБОТАТЬ НАД ИНТЕРЕСНЫМИ И КРУПНЫМИ КОРПОРАТИВНЫМИ ПРОЕКТАМИ ПО АВТОМАТИЗАЦИИ ВЫСШИХ УЧЕБНЫХ ЗАВЕДЕНИЙ И ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ В ДРУЖНОМ КОЛЛЕКТИВЕ ПРОФЕССИОНАЛОВ, ТОГДА МЫ ЖДЕМ ВАС!</strong></p>",Москва
Программист 1С,False,False,100000,,RUR,True,Спутниковая компания,"<p><strong>Дорогой коллега</strong>, предлагаем Вам сделать сознательный шаг в мир 3D (Deep Deep Deep) нашей автоматизации на платформе 1С:Предприятие 8 и не только. У нас есть практически ВСЁ, что можно увидеть по задачам и решениям на платформе 1С:Предприятие 8.</p> <p>Чуть ниже про это будет немного монотонного текста :), но предлагаем все же его прочесть до конца, прежде чем делать какие-то выводы и принимать какие-либо решения:</p> <p>Дополнительный бонус – прочтение данной вакансии до конца увеличивает скорость решения задач на 10%, поднимает качество решения задач на 20%, силу создаваемого кода повышает в разы :), настроение и позитивный настрой также повышаются.</p> <p><strong>Чем же предстоит Вам заниматься</strong> (если<strong> </strong>коротко - Работать, создавать, вдохновлять, придумывать, реализовывать, проверять, решать, искать, находить, творить и наконец радоваться всему достигнутому вместе с единомышленниками, если подробней – читайте ниже):</p> <ol> <li>Работать с нетиповой (самописной) конфигурацией, которая исполняется на технологической 1С:Предприятие 8.3, но при этом на 98% состоит из обычных форм (хотя это, скорее всего временное явление);</li> <li>Разбираться в коде предков и прародителей, комментировать непонятный работающий код, быть исследователем/археологом/архитектором по имеющимся механизмам автоматизации различных областей (в наших конфигурациях нет только планов видов расчета и регистров расчета, ну и возможно еще нескольких новых объектов из платформы 8.3 0_0);</li> <li>Проводить рефакторинг и оптимизацию километров кода (убирать мега костыли, вносить осознанные коррективы в архитектуру) – делать путь кода прямым, прозрачным, и коротким;</li> <li>Постоянно думать и не забывать про вопросы производительности (наша родная база уже подросла до 0,5 Тб);</li> <li>Самостоятельно искать решения для простых и сложных задач, обсуждать их с коллегами, при необходимости защищать свои решения, т.е. перетягивать их на свою сторону (силы);</li> <li>Общаться с нашими пользователями (в основном из центрального офиса), находить истину в информации от них, уметь ее фиксировать и закладывать в основу будущих задач (составлять техническое задание, по нашему)</li> <li>Быть в тренде развития ИТ-индустрии и 1С (в частности), принимать участие в развитии команды (делиться опытом (особенно добытым потом и кровью, шишками и граблями), информацией, сокровенным);</li> <li>Составлять/актуализировать техническую документацию ко всему, что будет строиться, сноситься, ломаться, создаваться, выкидываться, покупаться, приниматься, использоваться.</li> </ol> <p><strong>Что бы мы хотели видеть в Вас </strong>– хотим увидеть единомышленника, соратника и помощника в общей цели поддержания и развития информационных систем компании под ее потребности и тенденции рынка. Детальнее<strong>:</strong></p> <ol> <li>Умение погружаться в систему с применением лучших практик для систематизации данного процесса. При этом, умение погружаться без акваланга, батискафа, и прочих защитных приспособлений будет Вашим плюсом :);</li> <li>Умение самостоятельно организовать свою работу в рамках общих требований (ПРО-активность, умение идти на шаг впереди пользователей, предвосхищать события, предугадывать ситуации, видеть риски);</li> <li>Нацеленность на постоянное развитие, обучение, изучение, анализ, т.е. всяческий рост;</li> <li>Умение общаться с коллегами (мы спокойные и веселые), заказчиками (не всегда спокойные, не всегда «адекватные», не всегда «веселые», короче обычные такие заказчики, которых везде и всегда достаточно :));</li> <li>Умение составлять техническую документацию (постановку задачи, ТЗ (рыба/шаблоны конечно же есть), инструкции);</li> <li>Опыт разработки на платформе 1С:Предприятие 8 от 2 лет (тут много букв, но вдруг Вы найдете в них знакомые комбинации, и чем больше найдете – тем лучше и проще для нас, но это не означает, что всеми этими навыками нужно обладать): <ul> <li>СКД (отчеты, программное использование элементов СКД);</li> <li>веб-сервисы (создание, публикация, использование);</li> <li>работа по HTTP;</li> <li>работа по COM;</li> <li>ODBC;</li> <li>РИБ и обычные планы обмена;</li> <li>работа с торговым оборудованием (подключение, настройка, нестандартная интеграция);</li> <li>механизмы коллективной разработки;</li> <li>механизмы расширения конфигураций;</li> <li>механизмы конфигурации Конвертация данных ред. 2.х;</li> <li>знания в области администрирования СУБД MS SQL и написания запросов на T-SQL.</li> </ul> </li> </ol> <p><strong>Что мы предлагаем:</strong></p> <ol> <li>Дружный и веселый коллектив, адекватного руководителя и соратника, готового поддержать и всегда помочь в решении задач;</li> <li>Возможность прохождения обучения стратегически нужным навыкам/знаниям за счет Компании в рамках профессионального развития;</li> <li>Остальные пункты, стандартные для нашей Компании: <ul> <li>Работа в крупной федеральной компании, лидере на своем рынке;</li> <li>Официальное трудоустройство по ТК РФ с первого дня работы, полностью белая заработная плата;</li> <li>График работы Пн-Пт: С 09.00-18.00;</li> <li>Соц. пакет (ежегодный оплачиваемый отпуск, оплата больничных листков, оплата совмещения и т.д.);</li> <li>Полис добровольного медицинского страхования (ДМС);</li> <li>Конкурентоспособный доход (обсуждаем индивидуально, учитывая опыт и знания).</li> </ul> </li> </ol>",Санкт-Петербург
Программист 1С,False,False,,,,,Горос21.ру,"<strong>Обязанности:</strong> <ul> <li>Разработка, внедрение 1С : Комплексная Автоматизация(КА)</li> <li>Консультация ключевых пользователей, обучение,</li> <li>Поддержка пользователей, администрирование серверов, настройка 1С КА</li> <li>Отчеты;</li> <li>Сопровождение информационной системы 1С КА, обновление информационных баз;</li> <li>Умение поставить грамотное ТЗ программистам.</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее техническое образование</li> <li>Навыки программирования 1С</li> <li>Опыт написания технической документации</li> <li>Знание 1 С КА</li> <li>Опыт аналогичной работы не менее 3х лет.</li> <li>Знание CRM</li> </ul> <strong>Условия:</strong> <ul> <li> <p>График работы 5/2, с 9:00 до 18:00;</p> <p>Оформление по ТК РФ</p> </li> <li>офис 22 км от МКАД по Дмитровскому шоссе или на электричке 35 минут от метро Окружная, 50 минут от Савеловского вокзала, 45 мин от м Тимирязевская, 25 минут от Долгопрудный, 10-15 минут от Лобни ( офис 5 минут пешком от жд станции Катуар)</li> </ul>",Москва
Программист 1С,False,False,50000,90000,RUR,True,Стандарт,"<p><em>Производственно-торговая компания &quot;Стандарт&quot; - </em>крупнейшая сеть оконных заводов в Северо-Западном регионе<em> - в связи с активным ростом приглашает к сотрудничеству Программиста 1С.</em></p> <p> </p> <p><strong>В чем наше отличие от других компаний?</strong></p> <p>Во-первых, мы продолжаем развиваться и открываем новые офисы продаж не только в Петербурге, но и в других регионах России, поэтому мы можем со всей ответственностью заявить, что мы - стабильная компания.</p> <p>Во-вторых, мы ценим своих людей, и делаем все возможное для их благополучия и творческой реализации.</p> <p>Приходя в нашу компанию, Вы получаете уверенность в завтрашнем дне.</p> <p><br /><strong>Что мы предлагаем:</strong></p> <ul> <li>Заработная плата фиксированная - зависит от знаний, умений и навыков, обсуждается на собеседовании</li> <li>Оплачиваемые отпуска и больничные</li> <li>Официальное оформление согласно ТК РФ</li> <li>Работа в центральном офисе, на территории производственного комплекса: ближайшее метро Обухово, Рыбацкое, Пролетарская</li> <li>Бесплатная развозка для сотрудников от метро Обухово (5 минут)</li> <li>Содействие в любых начинаниях, профессиональный и карьерный рост</li> <li>Сильная команда профессионалов и дружественная атмосфера</li> </ul> <p> </p> <p><strong>Что нужно от Вас:</strong></p> <ul> <li>Профильный опыт работы от 2х лет в производстве/торговле</li> <li>Отличное понимание и знание клиент-серверной архитектуры 1С</li> <li>Опыт программирования в 1С на платформе 8.3 более 2-х лет</li> <li>Хорошее знание языка запросов, СКД и управляемых форм.</li> <li>Умение работать в команде (опыт коллективных разработок, работа с хранилищем конфигураций)</li> <li>Понимание документооборота и бухгалтерского учета организации</li> <li>Опыт работы в производственных компаниях и компаниях с филиальными структурами будет преимуществом</li> <li>Опыт коллективной и индивидуальной разработки программных продуктов на базе 1С</li> <li>Умение быстро разбираться в чужом коде</li> <li>Наличие сертификатов (1С: Профессионал, 1С: Специалист) будет Вашим преимуществом</li> </ul> <p> </p> <p><strong>Чем заниматься:</strong></p> <ul> <li>Участие в проектах развития информационных систем компании (1С 8.3 – отраслевые решения, Бухгалтерия, ЗУП).</li> <li>Доработка существующего функционала, создание и внедрение нового, интеграция систем.</li> <li>Обеспечение текущей работоспособности систем, поддержка и консультирование пользователей (в офисе компании и на удаленном доступе).</li> <li>Помощь в написании ТЗ.</li> <li>Разработка и ведение текущей документации по системам и составление инструкций для пользователей.</li> <li>Сопровождение конфигураций на 1С: 8.2 (типовые и нетиповые)</li> <li>Разработка, внедрение и сопровождение модификаций, дополнительных отчетов и обработок</li> <li>Работа с обычными и управляемыми формами</li> </ul> <p> </p> <p><em>Мы обязательно рассмотрим Вашу кандидатуру и непременно дадим обратную связь по Вашему резюме!</em></p>",Санкт-Петербург
Программист 1С,False,False,,,,,ФГУП «Архангельское» ФСИН России,"<p>Крупное производственно-торговое предприятие приглашает на работу <strong>Программиста 1 С (управление торговлей)</strong>.</p> <p><strong>Обязанности</strong>:</p> <p>- Автоматизация бизнес-процессов в УТ (11.4)<br />- Разработка и внедрение нового функционала<br />- Настройка и поддержание обмена УТ (11), БП, Фронтол, Битрикс.<br />- Обучение, консультирование пользователей, написание инструкций</p> <p><strong>Требования</strong>:</p> <p>- Высшее профильное образование<br />- Опыт программирования 1С управляемые формы от 1 года<br />- Знание конфигурации 1C «Управление торговлей»<br />- Отличные знания языка запросов, системы компоновки данных<br />- Знание конфигурации 1С «Конвертация данных 2»<br />- Умение читать свой и написанный код</p> <p><strong>Условия</strong>:</p> <p>Работа в крупной белой компании</p> <p>Возможность профессионального развития и реализации своего потенциала</p> <p>График работы: пн-пт с 8:30 до 17:30</p> <p>Место работы: ст.м.Московская, пл. Конституции, БЦ класса А</p> <p>Заработная плата: по договоренности (белая)</p> <p>Соблюдение ТК РФ, официальное оформление, возможны премии по результатам работы, предоставляются дополнительные соц.гарантии</p> <p>Если Вас заинтересовала вакансия‚ пожалуйста‚ высылайте резюме.</p> <p>При положительном ответе будет организовано собеседование.</p>",Санкт-Петербург
Программист 1С,False,False,115000,,RUR,False,Группа компаний АФГ Националь,"<p><strong>В ООО &quot;Компания &quot;АНГСТРЕМ Трейдинг&quot;, входящую в крупнейший аграрный холдинг России АФГ НАЦИОНАЛЬ, открыта позиция Программиста 1С.</strong></p> <p><strong>Нашим сотрудникам мы предлагаем:</strong></p> <ul> <li>График работы: 5/2 пн-пт с 9.00 до 18.00 (с возможностью смещения начала рабочего дня);</li> <li>Стандартный испытательный срок 3 месяца;</li> <li>Полностью &quot;белую&quot; заработную плату, оформление по ТК РФ, полное соблюдение трудового законодательства;</li> <li>Бесплатные чай и кофе для сотрудников;</li> <li>Бесплатные обеды (также есть утренние завтраки);</li> <li>Возможность обучения и повышения квалификации за счет компании;</li> <li>Интересные корпоративные события и мероприятия;,</li> <li>Помощь сотрудникам в тяжелых жизненных ситуациях и т.д.</li> <li>Возможность карьерного роста в компании, входящей в крупный аграрный Холдинг.</li> <li>Большой и дружный коллектив профессионалов.</li> <li>Оборудованное уютное рабочее место в комфортном офисе компании;</li> <li>Месторасположение офиса рядом с остановкой общественного транспорта.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Сопровождение и доработка нетиповой 1С УПП 1.3</li> <li>Сопровождение и доработка 1С ЗУП 3.1 (в основном только обновления)</li> <li>Участие в проектах разработки и внедрения подсистем (в качестве разработчика) - (например, автоматизация логистики, автоматизация планирования загрузки производственных линий и т.п.)</li> <li>Рефакторинг кода.</li> <li>Соотношение поддержки и проектов 50/50.</li> <li>Минимум общения с пользователями.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы программистом 1С от 3-х лет (желательно производство)</li> <li>Опыт работы с конфигурацией 1С УПП от 1 года.</li> <li>Образование высшее (желательно, но как показывает практика не обязательное)</li> <li>Знание механизмов платформы 1С Предприятие 8.3 (в т.ч. язык запросов, СКД, RLS)</li> <li>Знание типовых механизмов 1С УПП 1.3</li> <li>Умение разбираться в чужом коде.</li> <li>Опыт работы с хранилищем конфигурации.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт работы с управляемыми формами.</li> <li>Опыт работы с КД 2.</li> <li>Опыт работы с расширениями конфигураций.</li> <li>Опыт работы с кластером серверов 1С и MS SQL.</li> </ul> <p><strong>В сопроводительном письмо просьба указывать желаемый уровень заработной платы!</strong></p>",Санкт-Петербург
Программист 1С,False,False,130000,150000,RUR,True,Интерлизинг,"<p>ГК Интерлизинг ищет <strong>Программиста 1С </strong>в связи с расширением штата.</p> <p><strong>Требования:</strong></p> <ul> <li>Свободное владение встроенным языком программирования 1С:Предприятие 8.3, опыт работы с управляемыми формами обязателен;</li> <li>Желательно знание типовых конфигураций, «Управление Холдингом», Бухгалтерия Предприятия (3.0), «СРМ», «Зарплата и Управление персоналом 3.1»;</li> <li>Знание основ бухгалтерского, управленческого учета, расчета заработной платы;</li> <li>Опыт работы в компаниях с разветвленной филиальной структурой в своей зоне ответственности;</li> <li>Знание механизмов интеграции 1С:Предприятия с другими информационными системами (web-сервисы, com-соединения)</li> <li>Знание СКД, БСП2.1 и БСП 3.0;</li> <li>Написание кода в соответствии с «Системой стандартов и методик разработки конфигураций для платформы 1С:Предприятие 8»;</li> <li>Умение работать в команде используя хранилища конфигураций;</li> <li>Опыт работы с расширениями в разных режимах совместимости.</li> </ul> <p><strong>Задачи:</strong></p> <ul> <li>Участие в проектах по внедрению программных средств 1С;</li> <li>Сопровождение и доработка баз данных 1С: «Управление Холдингом», СРМ: <ul> <li>обновление конфигураций «типовых» и «нетиповых»;</li> <li>настройка прав пользователей;</li> <li>обучение пользователей;</li> <li>написание пользовательской документации;</li> <li>консультирование пользователей.</li> </ul> </li> <li>Кодирование по ТЗ на платформе 1С 8.3;</li> <li>Администрирование и программное сопровождение конфигураций 1С: «Управление Холдингом», СРМ.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в федеральной лизинговой компании с успешной 20-летней историей (ТОП-20 лизинговых компаний);</li> <li>Оформление и ведение отношений в соответствии с ТК РФ;</li> <li>Полностью официальная заработная плата- оклад и премии. Финальный уровень обсуждается на собеседовании;</li> <li>ДМС - после года работы</li> <li>Комфортный офис по адресу: Петроградская наб, БЦ Линкор</li> </ul>",Санкт-Петербург
Программист 1С,False,False,,,,,БСС,"<p><em><strong>Мы предлагаем:</strong></em></p> <ul> <li>Официальное оформление по ТК РФ;</li> <li>Корпоративную развозку от станций метро Пионерская, Комендантский проспект, Старая Деревня;</li> <li>График работы 5/2 с 09-00 до 18-00 (суббота и воскресенье - выходные);</li> <li>Льготное питание и спортивный зал в здании офиса.</li> </ul> <p><em><strong>Основными обязанностями будет:</strong></em></p> <ul> <li>Разработка информационной системы на базе платформы 1С Предприятие 8.3;</li> <li>Сопровождение типовых и измененных конфигураций 1С Предприятие;</li> <li>Оптимизация существующего и разрабатываемого функционала;</li> <li>Тестирование реализованных требований;</li> <li>Участие в проектах в качестве разработчика.</li> </ul> <em><strong>Наши требования:</strong></em> <ul> <li>Опыт работы не менее 2-х лет с одним из программным продуктом 1С Предприятие (ERP, КА, УТ, БП, Розница, Документооборот);</li> <li>Знание архитектуры и механизмов платформы 1С Предприятие 8.3;</li> <li>Опыт оптимизации программного кода;</li> <li>Знание основных технологий обмена данными («1С:Конвертация данных»,HTTP,Web-сервисы);</li> <li>Знание СКД, БСП.</li> </ul> <p><em><strong>Ваше преимущество:</strong></em></p> <ul> <li>Наличие сертификатов «1С: Специалист».</li> <li>Опыт работы с торговым оборудованием (ККМ, ТСД, сканеры ввода данных).</li> </ul>",Санкт-Петербург
Программист 1С,False,False,,150000,RUR,False,"Теремок - Русские Блины, Санкт-Петербург","<p><strong>Обязанности:</strong></p> <ul> <li>Разработка информационных систем на платформе 1С Предприятие 8.3</li> <li>Сопровождение отраслевых конфигураций</li> <li>Анализ текущих обращений пользователей, систематизация, поиск путей решения</li> <li>Мониторинг бесперебойности работы регламентных заданий, мониторинг корректности работы обменов</li> <li>Тестирование и внедрение реализованной функциональности</li> <li>Оптимизация текущей функциональности</li> <li>Участие в рабочих группах компании по задачам автоматизации бизнес-процессов компании</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее техническое образование</li> <li>Уверенное программирование в среде 1С Предприятие 8.3</li> <li>Понимание основных возможностей платформы, синтаксиса языка 1С</li> <li>Знание языка запросов, клиент-серверного взаимодействия, возможностей и ограничений управляемых форм, уверенное знание СКД, механизмов интеграции и т.д.</li> <li>Базовое понимание принципов работы основных типовых конфигураций 1С: «Управление торговлей» (либо УПП, ERP2, УНФ), «Бухгалтерия предприятия», 1С: Зарплата и управление персоналом</li> <li>Знание БСП</li> <li>Понимание принципы бухгалтерского учета, принципы управленческого учета</li> <li>Системное мышление, внимательность, нацеленность на результат, умение работать в команде, ответственность</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в стабильной, динамично развивающейся компании</li> <li>Возможности для профессионального и карьерного развития</li> <li>Работа в дружной сплоченной команде профессионалов</li> <li>Бесплатное корпоративное обучение</li> <li>Оформление в соответствии с ТК РФ</li> <li>График работы 5/2, с 10.00 до 19.00</li> <li>Дополнительные бонусы от компании: компенсация питания, мобильной связи</li> <li>Офис расположен по адресу проспект Энгельса (Светлановская площадь)</li> <li>Достойная заработная плата, обсуждается индивидуально</li> </ul>",Санкт-Петербург
